# MD Simulation - NVT Ensemble
# Timestep: 0.5 fs
#     Step     Time(fs)      Temp(K)          KE(Ha)          PE(Ha)          TE(Ha)
     26340    13170.000       355.10      0.08771287  -1313.12044929  -1313.03273642
     26341    13170.500       315.19      0.07785646  -1313.11977088  -1313.04191443
     26342    13171.000       278.39      0.06876575  -1313.12001185  -1313.05124609
     26343    13171.500       301.41      0.07445127  -1313.12059189  -1313.04614062
     26344    13172.000       315.85      0.07801801  -1313.12121341  -1313.04319540
     26345    13172.500       293.99      0.07261957  -1313.12193997  -1313.04932040
     26346    13173.000       277.14      0.06845646  -1313.12122619  -1313.05276973
     26347    13173.500       285.69      0.07056956  -1313.12062725  -1313.05005770
     26348    13174.000       276.89      0.06839567  -1313.12048407  -1313.05208840
     26349    13174.500       294.90      0.07284305  -1313.12201296  -1313.04916990
     26350    13175.000       287.28      0.07096193  -1313.12125454  -1313.05029262
     26351    13175.500       363.14      0.08969990  -1313.11979866  -1313.03009876
     26352    13176.000       337.79      0.08343884  -1313.12020287  -1313.03676403
     26353    13176.500       332.50      0.08213177  -1313.11973505  -1313.03760328
     26354    13177.000       382.59      0.09450392  -1313.11926689  -1313.02476297
     26355    13177.500       330.92      0.08174118  -1313.12059009  -1313.03884891
     26356    13178.000       286.46      0.07075844  -1313.11951671  -1313.04875826
     26357    13178.500       370.16      0.09143274  -1313.11910834  -1313.02767560
     26358    13179.000       370.37      0.09148597  -1313.11950824  -1313.02802227
     26359    13179.500       275.75      0.06811222  -1313.12004695  -1313.05193473
     26360    13180.000       278.17      0.06871235  -1313.12154741  -1313.05283506
     26361    13180.500       299.69      0.07402794  -1313.12042778  -1313.04639985
     26362    13181.000       297.06      0.07337795  -1313.11943971  -1313.04606176
     26363    13181.500       330.85      0.08172312  -1313.11870078  -1313.03697766
     26364    13182.000       301.99      0.07459537  -1313.11921190  -1313.04461653
     26365    13182.500       286.06      0.07065959  -1313.11885011  -1313.04819052
     26366    13183.000       312.72      0.07724520  -1313.11880426  -1313.04155905
     26367    13183.500       296.66      0.07327764  -1313.11989153  -1313.04661389
     26368    13184.000       288.34      0.07122347  -1313.12187172  -1313.05064824
     26369    13184.500       287.85      0.07110301  -1313.12099185  -1313.04988884
     26370    13185.000       389.27      0.09615528  -1313.12060409  -1313.02444880
     26371    13185.500       301.71      0.07452588  -1313.11919631  -1313.04467043
     26372    13186.000       239.75      0.05922016  -1313.11857552  -1313.05935536
     26373    13186.500       314.22      0.07761561  -1313.11861306  -1313.04099744
     26374    13187.000       311.26      0.07688402  -1313.11886701  -1313.04198299
     26375    13187.500       269.29      0.06651865  -1313.11872282  -1313.05220418
     26376    13188.000       308.85      0.07628938  -1313.11819200  -1313.04190262
     26377    13188.500       297.58      0.07350569  -1313.11641893  -1313.04291323
     26378    13189.000       271.99      0.06718384  -1313.11631261  -1313.04912877
     26379    13189.500       274.17      0.06772260  -1313.11705957  -1313.04933697
     26380    13190.000       331.38      0.08185544  -1313.11696442  -1313.03510898
     26381    13190.500       299.34      0.07393996  -1313.11778728  -1313.04384732
     26382    13191.000       274.54      0.06781378  -1313.11800454  -1313.05019076
     26383    13191.500       293.11      0.07240137  -1313.11784877  -1313.04544741
     26384    13192.000       309.54      0.07646029  -1313.11787204  -1313.04141176
     26385    13192.500       306.07      0.07560163  -1313.11772210  -1313.04212047
     26386    13193.000       329.81      0.08146573  -1313.11682020  -1313.03535447
     26387    13193.500       371.46      0.09175558  -1313.11679866  -1313.02504308
     26388    13194.000       272.60      0.06733616  -1313.11827780  -1313.05094164
     26389    13194.500       263.39      0.06506012  -1313.11890649  -1313.05384637
     26390    13195.000       268.47      0.06631484  -1313.11931951  -1313.05300467
     26391    13195.500       271.77      0.06712957  -1313.11955088  -1313.05242131
     26392    13196.000       305.75      0.07552456  -1313.11800366  -1313.04247910
     26393    13196.500       301.66      0.07451256  -1313.11730872  -1313.04279616
     26394    13197.000       290.31      0.07170987  -1313.11926715  -1313.04755728
     26395    13197.500       333.18      0.08229906  -1313.11961559  -1313.03731653
     26396    13198.000       330.12      0.08154237  -1313.11995039  -1313.03840802
     26397    13198.500       293.50      0.07249681  -1313.11849017  -1313.04599335
     26398    13199.000       245.31      0.06059419  -1313.11836042  -1313.05776623
     26399    13199.500       301.86      0.07456258  -1313.11793625  -1313.04337367
     26400    13200.000       314.20      0.07761014  -1313.11989833  -1313.04228819
     26401    13200.500       338.11      0.08351642  -1313.11906879  -1313.03555236
     26402    13201.000       332.47      0.08212314  -1313.11803564  -1313.03591250
     26403    13201.500       371.35      0.09172872  -1313.11718987  -1313.02546116
     26404    13202.000       328.48      0.08113812  -1313.11890999  -1313.03777187
     26405    13202.500       275.88      0.06814512  -1313.11982515  -1313.05168003
     26406    13203.000       324.19      0.08007935  -1313.12019381  -1313.04011446
     26407    13203.500       226.53      0.05595527  -1313.11885597  -1313.06290069
     26408    13204.000       275.12      0.06795817  -1313.11993224  -1313.05197407
     26409    13204.500       312.43      0.07717316  -1313.12056212  -1313.04338896
     26410    13205.000       271.60      0.06708764  -1313.12056871  -1313.05348107
     26411    13205.500       284.27      0.07021790  -1313.12044406  -1313.05022616
     26412    13206.000       285.97      0.07063692  -1313.12023960  -1313.04960269
     26413    13206.500       273.21      0.06748717  -1313.11864018  -1313.05115301
     26414    13207.000       261.76      0.06465738  -1313.11755592  -1313.05289854
     26415    13207.500       378.39      0.09346752  -1313.11789554  -1313.02442802
     26416    13208.000       296.40      0.07321371  -1313.11780920  -1313.04459549
     26417    13208.500       264.73      0.06539203  -1313.11733598  -1313.05194395
     26418    13209.000       305.68      0.07550674  -1313.11884151  -1313.04333477
     26419    13209.500       297.33      0.07344342  -1313.12027645  -1313.04683303
     26420    13210.000       283.47      0.07002010  -1313.12008999  -1313.05006989
     26421    13210.500       231.99      0.05730459  -1313.11881402  -1313.06150943
     26422    13211.000       288.04      0.07114964  -1313.11910687  -1313.04795723
     26423    13211.500       348.73      0.08613920  -1313.12085632  -1313.03471712
     26424    13212.000       308.68      0.07624824  -1313.12090248  -1313.04465424
     26425    13212.500       334.09      0.08252520  -1313.12117879  -1313.03865359
     26426    13213.000       333.38      0.08234778  -1313.12075949  -1313.03841171
     26427    13213.500       290.11      0.07166069  -1313.11954452  -1313.04788383
     26428    13214.000       291.81      0.07208088  -1313.11811902  -1313.04603814
     26429    13214.500       389.10      0.09611236  -1313.11788752  -1313.02177516
     26430    13215.000       335.27      0.08281610  -1313.11964442  -1313.03682832
     26431    13215.500       293.68      0.07254113  -1313.11905323  -1313.04651209
     26432    13216.000       335.84      0.08295560  -1313.11824727  -1313.03529168
     26433    13216.500       244.85      0.06048035  -1313.11859282  -1313.05811247
     26434    13217.000       284.67      0.07031669  -1313.11828568  -1313.04796899
     26435    13217.500       268.19      0.06624507  -1313.11746341  -1313.05121834
     26436    13218.000       285.80      0.07059607  -1313.11859881  -1313.04800274
     26437    13218.500       352.17      0.08699002  -1313.11872349  -1313.03173347
     26438    13219.000       301.82      0.07455314  -1313.11770550  -1313.04315236
     26439    13219.500       322.83      0.07974271  -1313.11787991  -1313.03813720
     26440    13220.000       270.36      0.06678091  -1313.11811623  -1313.05133532
     26441    13220.500       287.10      0.07091796  -1313.11767951  -1313.04676155
     26442    13221.000       300.09      0.07412554  -1313.11838946  -1313.04426391
     26443    13221.500       294.71      0.07279706  -1313.11811956  -1313.04532250
     26444    13222.000       306.49      0.07570709  -1313.11888928  -1313.04318219
     26445    13222.500       226.03      0.05583236  -1313.11848587  -1313.06265352
     26446    13223.000       269.68      0.06661469  -1313.11860053  -1313.05198584
     26447    13223.500       308.43      0.07618637  -1313.11846498  -1313.04227861
     26448    13224.000       311.77      0.07701116  -1313.11670153  -1313.03969037
     26449    13224.500       302.34      0.07468081  -1313.11781705  -1313.04313624
     26450    13225.000       302.02      0.07460144  -1313.11904471  -1313.04444327
     26451    13225.500       306.84      0.07579172  -1313.11799753  -1313.04220581
     26452    13226.000       361.52      0.08929958  -1313.11809848  -1313.02879890
     26453    13226.500       294.05      0.07263253  -1313.11940599  -1313.04677346
     26454    13227.000       331.55      0.08189699  -1313.11870502  -1313.03680803
     26455    13227.500       319.80      0.07899367  -1313.11971931  -1313.04072565
     26456    13228.000       318.55      0.07868541  -1313.11991018  -1313.04122477
     26457    13228.500       272.06      0.06720147  -1313.11993373  -1313.05273225
     26458    13229.000       342.11      0.08450443  -1313.12065408  -1313.03614965
     26459    13229.500       293.25      0.07243631  -1313.12028337  -1313.04784707
     26460    13230.000       297.54      0.07349683  -1313.11959050  -1313.04609367
     26461    13230.500       347.80      0.08590984  -1313.11934082  -1313.03343098
     26462    13231.000       342.13      0.08450972  -1313.12029485  -1313.03578513
     26463    13231.500       317.66      0.07846454  -1313.12065829  -1313.04219374
     26464    13232.000       324.53      0.08016329  -1313.12020865  -1313.04004536
     26465    13232.500       330.14      0.08154907  -1313.11904156  -1313.03749249
     26466    13233.000       349.22      0.08626241  -1313.11770846  -1313.03144605
     26467    13233.500       333.93      0.08248338  -1313.11736134  -1313.03487796
     26468    13234.000       292.67      0.07229186  -1313.11752047  -1313.04522861
     26469    13234.500       343.98      0.08496813  -1313.11826711  -1313.03329898
     26470    13235.000       328.04      0.08103061  -1313.11828381  -1313.03725320
     26471    13235.500       325.92      0.08050481  -1313.11799886  -1313.03749405
     26472    13236.000       382.46      0.09447280  -1313.11789764  -1313.02342485
     26473    13236.500       309.41      0.07642849  -1313.11627306  -1313.03984458
     26474    13237.000       299.77      0.07404636  -1313.11626010  -1313.04221373
     26475    13237.500       274.66      0.06784450  -1313.11730968  -1313.04946519
     26476    13238.000       296.91      0.07333917  -1313.11711170  -1313.04377253
     26477    13238.500       217.09      0.05362450  -1313.11621553  -1313.06259104
     26478    13239.000       239.98      0.05927828  -1313.11705633  -1313.05777804
     26479    13239.500       326.13      0.08055818  -1313.11932393  -1313.03876575
     26480    13240.000       310.92      0.07680167  -1313.12017051  -1313.04336884
     26481    13240.500       247.01      0.06101353  -1313.12006470  -1313.05905116
     26482    13241.000       273.17      0.06747656  -1313.12045696  -1313.05298040
     26483    13241.500       332.42      0.08211134  -1313.12034639  -1313.03823505
     26484    13242.000       310.77      0.07676260  -1313.11892843  -1313.04216583
     26485    13242.500       316.07      0.07807260  -1313.11842764  -1313.04035504
     26486    13243.000       338.59      0.08363579  -1313.11836673  -1313.03473094
     26487    13243.500       384.72      0.09503112  -1313.11748003  -1313.02244890
     26488    13244.000       302.46      0.07471124  -1313.11678846  -1313.04207722
     26489    13244.500       263.03      0.06497206  -1313.11699655  -1313.05202450
     26490    13245.000       302.19      0.07464322  -1313.11763122  -1313.04298800
     26491    13245.500       329.93      0.08149550  -1313.11754972  -1313.03605421
     26492    13246.000       321.01      0.07929278  -1313.11727123  -1313.03797845
     26493    13246.500       261.42      0.06457410  -1313.11610559  -1313.05153149
     26494    13247.000       342.90      0.08470126  -1313.11659706  -1313.03189579
     26495    13247.500       292.13      0.07215919  -1313.11724921  -1313.04509002
     26496    13248.000       310.09      0.07659561  -1313.11693480  -1313.04033919
     26497    13248.500       314.38      0.07765526  -1313.11621457  -1313.03855931
     26498    13249.000       335.70      0.08292121  -1313.11556813  -1313.03264692
     26499    13249.500       298.31      0.07368691  -1313.11489704  -1313.04121012
     26500    13250.000       287.96      0.07112983  -1313.11520920  -1313.04407937
     26501    13250.500       256.80      0.06343338  -1313.11508864  -1313.05165526
     26502    13251.000       250.83      0.06195809  -1313.11514061  -1313.05318252
     26503    13251.500       263.03      0.06497122  -1313.11569272  -1313.05072150
     26504    13252.000       337.71      0.08341816  -1313.11649798  -1313.03307982
     26505    13252.500       267.54      0.06608648  -1313.11692240  -1313.05083592
     26506    13253.000       290.07      0.07164977  -1313.11656961  -1313.04491984
     26507    13253.500       310.97      0.07681402  -1313.11661291  -1313.03979889
     26508    13254.000       329.25      0.08132800  -1313.11694509  -1313.03561708
     26509    13254.500       304.25      0.07515264  -1313.11592596  -1313.04077332
     26510    13255.000       252.77      0.06243789  -1313.11569808  -1313.05326019
     26511    13255.500       298.32      0.07368784  -1313.11614248  -1313.04245464
     26512    13256.000       287.72      0.07106994  -1313.11742290  -1313.04635296
     26513    13256.500       344.10      0.08499690  -1313.11849751  -1313.03350061
     26514    13257.000       296.02      0.07312140  -1313.11890689  -1313.04578549
     26515    13257.500       308.88      0.07629688  -1313.11884111  -1313.04254423
     26516    13258.000       292.00      0.07212809  -1313.11770809  -1313.04558001
     26517    13258.500       314.20      0.07761098  -1313.11772765  -1313.04011667
     26518    13259.000       360.08      0.08894378  -1313.11903188  -1313.03008810
     26519    13259.500       332.70      0.08218014  -1313.11742474  -1313.03524460
     26520    13260.000       286.06      0.07066008  -1313.11550207  -1313.04484199
     26521    13260.500       253.25      0.06255614  -1313.11643528  -1313.05387914
     26522    13261.000       306.62      0.07573753  -1313.11790872  -1313.04217119
     26523    13261.500       285.23      0.07045562  -1313.11797098  -1313.04751536
     26524    13262.000       283.54      0.07003782  -1313.11804793  -1313.04801010
     26525    13262.500       350.53      0.08658521  -1313.11804468  -1313.03145947
     26526    13263.000       340.69      0.08415366  -1313.11841070  -1313.03425704
     26527    13263.500       324.76      0.08021978  -1313.11886655  -1313.03864677
     26528    13264.000       311.90      0.07704205  -1313.11820483  -1313.04116278
     26529    13264.500       318.37      0.07864081  -1313.11823341  -1313.03959260
     26530    13265.000       306.60      0.07573344  -1313.11768810  -1313.04195466
     26531    13265.500       285.96      0.07063547  -1313.11823506  -1313.04759958
     26532    13266.000       299.79      0.07405059  -1313.11868080  -1313.04463022
     26533    13266.500       333.55      0.08238995  -1313.11859177  -1313.03620181
     26534    13267.000       362.50      0.08954053  -1313.11857088  -1313.02903035
     26535    13267.500       305.28      0.07540777  -1313.11901545  -1313.04360767
     26536    13268.000       308.76      0.07626698  -1313.11931329  -1313.04304632
     26537    13268.500       331.73      0.08194031  -1313.11921348  -1313.03727317
     26538    13269.000       295.43      0.07297567  -1313.11911580  -1313.04614013
     26539    13269.500       280.90      0.06938550  -1313.11798530  -1313.04859980
     26540    13270.000       275.61      0.06807866  -1313.11709784  -1313.04901918
     26541    13270.500       329.90      0.08148996  -1313.11718222  -1313.03569226
     26542    13271.000       338.82      0.08369234  -1313.12015538  -1313.03646304
     26543    13271.500       265.83      0.06566247  -1313.11966424  -1313.05400177
     26544    13272.000       299.90      0.07407887  -1313.11834910  -1313.04427023
     26545    13272.500       313.86      0.07752718  -1313.11770066  -1313.04017349
     26546    13273.000       304.79      0.07528544  -1313.11707807  -1313.04179263
     26547    13273.500       305.18      0.07538234  -1313.11579492  -1313.04041258
     26548    13274.000       349.59      0.08635177  -1313.11588988  -1313.02953811
     26549    13274.500       306.77      0.07577582  -1313.11709402  -1313.04131820
     26550    13275.000       284.01      0.07015422  -1313.11797433  -1313.04782011
     26551    13275.500       329.14      0.08130207  -1313.11930700  -1313.03800493
     26552    13276.000       287.10      0.07091745  -1313.11838858  -1313.04747113
     26553    13276.500       356.75      0.08812096  -1313.11818557  -1313.03006461
     26554    13277.000       319.30      0.07887117  -1313.11745150  -1313.03858033
     26555    13277.500       344.29      0.08504357  -1313.11592267  -1313.03087910
     26556    13278.000       285.00      0.07039864  -1313.11585725  -1313.04545861
     26557    13278.500       295.55      0.07300501  -1313.11605663  -1313.04305162
     26558    13279.000       317.54      0.07843628  -1313.11601149  -1313.03757521
     26559    13279.500       386.65      0.09550674  -1313.11799714  -1313.02249040
     26560    13280.000       314.73      0.07774112  -1313.11829229  -1313.04055117
     26561    13280.500       332.35      0.08209369  -1313.11731771  -1313.03522401
     26562    13281.000       323.79      0.07998067  -1313.11762733  -1313.03764665
     26563    13281.500       309.99      0.07657127  -1313.11808543  -1313.04151416
     26564    13282.000       336.17      0.08303771  -1313.11815200  -1313.03511428
     26565    13282.500       310.72      0.07675162  -1313.11764999  -1313.04089837
     26566    13283.000       325.64      0.08043677  -1313.11659218  -1313.03615542
     26567    13283.500       295.68      0.07303642  -1313.11797315  -1313.04493674
     26568    13284.000       349.78      0.08639988  -1313.11839799  -1313.03199811
     26569    13284.500       293.42      0.07247785  -1313.11793392  -1313.04545607
     26570    13285.000       264.59      0.06535775  -1313.11891584  -1313.05355810
     26571    13285.500       293.50      0.07249663  -1313.11990285  -1313.04740622
     26572    13286.000       324.92      0.08025814  -1313.11979028  -1313.03953215
     26573    13286.500       307.63      0.07598753  -1313.11982179  -1313.04383426
     26574    13287.000       311.45      0.07693185  -1313.11840490  -1313.04147305
     26575    13287.500       282.59      0.06980372  -1313.11860163  -1313.04879792
     26576    13288.000       344.17      0.08501371  -1313.12008108  -1313.03506737
     26577    13288.500       337.50      0.08336556  -1313.11956285  -1313.03619728
     26578    13289.000       344.58      0.08511468  -1313.11709879  -1313.03198411
     26579    13289.500       285.02      0.07040206  -1313.11640134  -1313.04599928
     26580    13290.000       316.94      0.07828827  -1313.11734913  -1313.03906086
     26581    13290.500       350.01      0.08645609  -1313.11827230  -1313.03181620
     26582    13291.000       300.17      0.07414443  -1313.11827577  -1313.04413134
     26583    13291.500       297.66      0.07352544  -1313.11788063  -1313.04435519
     26584    13292.000       398.38      0.09840329  -1313.11703968  -1313.01863639
     26585    13292.500       308.56      0.07621797  -1313.11585231  -1313.03963434
     26586    13293.000       354.42      0.08754570  -1313.11608106  -1313.02853536
     26587    13293.500       403.59      0.09969164  -1313.11682234  -1313.01713070
     26588    13294.000       299.25      0.07391884  -1313.11601736  -1313.04209852
     26589    13294.500       328.76      0.08120637  -1313.11522451  -1313.03401814
     26590    13295.000       269.07      0.06646299  -1313.11510937  -1313.04864638
     26591    13295.500       298.22      0.07366299  -1313.11451853  -1313.04085554
     26592    13296.000       305.19      0.07538548  -1313.11511363  -1313.03972814
     26593    13296.500       313.81      0.07751540  -1313.11608421  -1313.03856882
     26594    13297.000       325.86      0.08049057  -1313.11710434  -1313.03661377
     26595    13297.500       297.46      0.07347656  -1313.11777752  -1313.04430096
     26596    13298.000       315.39      0.07790437  -1313.11738794  -1313.03948357
     26597    13298.500       274.99      0.06792607  -1313.11740802  -1313.04948195
     26598    13299.000       298.37      0.07370034  -1313.11885416  -1313.04515382
     26599    13299.500       311.96      0.07705839  -1313.11890745  -1313.04184906
     26600    13300.000       318.74      0.07873223  -1313.11749760  -1313.03876537
     26601    13300.500       299.92      0.07408252  -1313.11695070  -1313.04286818
     26602    13301.000       275.50      0.06805056  -1313.11793430  -1313.04988375
     26603    13301.500       344.59      0.08511664  -1313.11865976  -1313.03354312
     26604    13302.000       354.43      0.08754901  -1313.11856585  -1313.03101684
     26605    13302.500       360.88      0.08914177  -1313.11762004  -1313.02847827
     26606    13303.000       324.47      0.08014719  -1313.11801242  -1313.03786523
     26607    13303.500       337.29      0.08331459  -1313.11836769  -1313.03505310
     26608    13304.000       290.63      0.07178853  -1313.12006030  -1313.04827177
     26609    13304.500       309.72      0.07650494  -1313.12037881  -1313.04387387
     26610    13305.000       323.11      0.07981137  -1313.11950497  -1313.03969360
     26611    13305.500       281.78      0.06960385  -1313.11976636  -1313.05016251
     26612    13306.000       299.54      0.07399022  -1313.11974302  -1313.04575280
     26613    13306.500       330.08      0.08153333  -1313.12087717  -1313.03934384
     26614    13307.000       313.15      0.07735168  -1313.12176845  -1313.04441677
     26615    13307.500       281.14      0.06944525  -1313.12168068  -1313.05223542
     26616    13308.000       289.14      0.07142093  -1313.12100487  -1313.04958394
     26617    13308.500       364.17      0.08995372  -1313.12030363  -1313.03034991
     26618    13309.000       349.74      0.08638935  -1313.11958822  -1313.03319887
     26619    13309.500       279.88      0.06913380  -1313.11876588  -1313.04963208
     26620    13310.000       273.91      0.06765850  -1313.11882441  -1313.05116591
     26621    13310.500       301.57      0.07449100  -1313.11874469  -1313.04425370
     26622    13311.000       301.04      0.07436006  -1313.11800936  -1313.04364929
     26623    13311.500       324.62      0.08018601  -1313.11847243  -1313.03828642
     26624    13312.000       271.22      0.06699475  -1313.11873513  -1313.05174037
     26625    13312.500       312.55      0.07720329  -1313.11856737  -1313.04136408
     26626    13313.000       337.21      0.08329396  -1313.11886858  -1313.03557463
     26627    13313.500       345.07      0.08523596  -1313.11918742  -1313.03395146
     26628    13314.000       319.85      0.07900622  -1313.11802099  -1313.03901478
     26629    13314.500       233.14      0.05758879  -1313.11665120  -1313.05906241
     26630    13315.000       319.34      0.07888172  -1313.11797715  -1313.03909543
     26631    13315.500       296.96      0.07335355  -1313.11836484  -1313.04501129
     26632    13316.000       377.95      0.09335687  -1313.11831915  -1313.02496229
     26633    13316.500       361.52      0.08929871  -1313.11757933  -1313.02828062
     26634    13317.000       288.90      0.07136084  -1313.11703409  -1313.04567325
     26635    13317.500       345.91      0.08544473  -1313.11767434  -1313.03222962
     26636    13318.000       295.10      0.07289197  -1313.11542698  -1313.04253501
     26637    13318.500       262.13      0.06474825  -1313.11463515  -1313.04988689
     26638    13319.000       268.48      0.06631732  -1313.11496068  -1313.04864336
     26639    13319.500       252.15      0.06228417  -1313.11555779  -1313.05327363
     26640    13320.000       314.56      0.07770012  -1313.11658889  -1313.03888877
     26641    13320.500       266.76      0.06589278  -1313.11649778  -1313.05060500
     26642    13321.000       314.93      0.07779066  -1313.11629602  -1313.03850536
     26643    13321.500       265.01      0.06546008  -1313.11598848  -1313.05052840
     26644    13322.000       339.33      0.08381955  -1313.11643610  -1313.03261655
     26645    13322.500       380.87      0.09408038  -1313.11621624  -1313.02213586
     26646    13323.000       392.96      0.09706475  -1313.11617246  -1313.01910771
     26647    13323.500       302.43      0.07470268  -1313.11717720  -1313.04247453
     26648    13324.000       339.85      0.08394597  -1313.11863985  -1313.03469388
     26649    13324.500       263.93      0.06519436  -1313.11833445  -1313.05314010
     26650    13325.000       274.66      0.06784295  -1313.11879146  -1313.05094851
     26651    13325.500       242.56      0.05991498  -1313.11983579  -1313.05992081
     26652    13326.000       347.84      0.08592017  -1313.12035250  -1313.03443233
     26653    13326.500       335.35      0.08283562  -1313.11941840  -1313.03658278
     26654    13327.000       276.75      0.06836032  -1313.11810763  -1313.04974731
     26655    13327.500       246.29      0.06083577  -1313.11898294  -1313.05814717
     26656    13328.000       329.76      0.08145402  -1313.11874361  -1313.03728958
     26657    13328.500       380.91      0.09408805  -1313.11828030  -1313.02419225
     26658    13329.000       338.19      0.08353605  -1313.11796865  -1313.03443260
     26659    13329.500       293.79      0.07257002  -1313.11741177  -1313.04484175
     26660    13330.000       365.88      0.09037611  -1313.11904144  -1313.02866532
     26661    13330.500       316.36      0.07814484  -1313.11897171  -1313.04082687
     26662    13331.000       294.10      0.07264613  -1313.11865291  -1313.04600678
     26663    13331.500       308.45      0.07619163  -1313.11887787  -1313.04268624
     26664    13332.000       306.92      0.07581300  -1313.11941199  -1313.04359899
     26665    13332.500       359.22      0.08873057  -1313.11935703  -1313.03062646
     26666    13333.000       327.88      0.08098991  -1313.11791685  -1313.03692694
     26667    13333.500       360.62      0.08907628  -1313.11781019  -1313.02873391
     26668    13334.000       320.81      0.07924260  -1313.11643030  -1313.03718770
     26669    13334.500       325.93      0.08050910  -1313.11627983  -1313.03577073
     26670    13335.000       289.64      0.07154486  -1313.11694428  -1313.04539943
     26671    13335.500       307.91      0.07605661  -1313.11771328  -1313.04165667
     26672    13336.000       297.15      0.07339985  -1313.11820898  -1313.04480914
     26673    13336.500       288.42      0.07124381  -1313.11842820  -1313.04718439
     26674    13337.000       294.21      0.07267399  -1313.11965376  -1313.04697977
     26675    13337.500       317.52      0.07843010  -1313.11930429  -1313.04087419
     26676    13338.000       331.04      0.08177041  -1313.11744147  -1313.03567107
     26677    13338.500       348.95      0.08619567  -1313.11849120  -1313.03229553
     26678    13339.000       374.48      0.09249982  -1313.11855455  -1313.02605473
     26679    13339.500       364.33      0.08999248  -1313.11842005  -1313.02842757
     26680    13340.000       312.85      0.07727630  -1313.11855215  -1313.04127585
     26681    13340.500       253.99      0.06273949  -1313.11796784  -1313.05522836
     26682    13341.000       274.02      0.06768536  -1313.11784385  -1313.05015849
     26683    13341.500       304.27      0.07515928  -1313.11717438  -1313.04201510
     26684    13342.000       384.71      0.09502891  -1313.11695674  -1313.02192783
     26685    13342.500       282.71      0.06983329  -1313.11697819  -1313.04714490
     26686    13343.000       285.87      0.07061327  -1313.11658882  -1313.04597555
     26687    13343.500       312.96      0.07730513  -1313.11601710  -1313.03871197
     26688    13344.000       288.18      0.07118263  -1313.11572115  -1313.04453852
     26689    13344.500       304.95      0.07532725  -1313.11611295  -1313.04078570
     26690    13345.000       314.94      0.07779483  -1313.11667577  -1313.03888094
     26691    13345.500       296.56      0.07325489  -1313.11800788  -1313.04475299
     26692    13346.000       300.81      0.07430288  -1313.11784089  -1313.04353800
     26693    13346.500       280.89      0.06938375  -1313.11788303  -1313.04849928
     26694    13347.000       299.62      0.07400904  -1313.11725809  -1313.04324905
     26695    13347.500       298.65      0.07377017  -1313.11788515  -1313.04411498
     26696    13348.000       234.00      0.05780108  -1313.11895124  -1313.06115016
     26697    13348.500       304.58      0.07523550  -1313.11860873  -1313.04337323
     26698    13349.000       331.13      0.08179355  -1313.11867930  -1313.03688575
     26699    13349.500       307.27      0.07589949  -1313.11837348  -1313.04247399
     26700    13350.000       309.48      0.07644476  -1313.11767685  -1313.04123209
     26701    13350.500       274.98      0.06792411  -1313.11566290  -1313.04773879
     26702    13351.000       301.19      0.07439835  -1313.11417950  -1313.03978116
     26703    13351.500       351.70      0.08687418  -1313.11508382  -1313.02820964
     26704    13352.000       321.32      0.07937027  -1313.11664344  -1313.03727317
     26705    13352.500       319.50      0.07891956  -1313.11706663  -1313.03814707
     26706    13353.000       267.96      0.06618994  -1313.11777927  -1313.05158934
     26707    13353.500       242.10      0.05980243  -1313.11708631  -1313.05728388
     26708    13354.000       292.23      0.07218368  -1313.11833421  -1313.04615052
     26709    13354.500       263.46      0.06507743  -1313.11824822  -1313.05317079
     26710    13355.000       281.53      0.06954007  -1313.11846705  -1313.04892698
     26711    13355.500       261.46      0.06458328  -1313.11906756  -1313.05448428
     26712    13356.000       274.05      0.06769377  -1313.12025781  -1313.05256404
     26713    13356.500       307.49      0.07595352  -1313.12010670  -1313.04415318
     26714    13357.000       310.22      0.07662813  -1313.11995145  -1313.04332332
     26715    13357.500       279.09      0.06893758  -1313.11989989  -1313.05096231
     26716    13358.000       258.75      0.06391510  -1313.11931361  -1313.05539851
     26717    13358.500       259.46      0.06408934  -1313.11950772  -1313.05541838
     26718    13359.000       304.28      0.07516134  -1313.12027586  -1313.04511452
     26719    13359.500       310.86      0.07678665  -1313.11948056  -1313.04269390
     26720    13360.000       370.26      0.09145861  -1313.11917540  -1313.02771680
     26721    13360.500       311.24      0.07688100  -1313.11636399  -1313.03948299
     26722    13361.000       290.87      0.07184814  -1313.11715870  -1313.04531056
     26723    13361.500       259.22      0.06403002  -1313.11854529  -1313.05451527
     26724    13362.000       253.87      0.06270828  -1313.11899589  -1313.05628761
     26725    13362.500       307.45      0.07594467  -1313.11948816  -1313.04354349
     26726    13363.000       292.02      0.07213219  -1313.11988281  -1313.04775062
     26727    13363.500       313.89      0.07753552  -1313.12046420  -1313.04292868
     26728    13364.000       294.46      0.07273388  -1313.11954508  -1313.04681120
     26729    13364.500       291.86      0.07209293  -1313.11961698  -1313.04752404
     26730    13365.000       353.69      0.08736453  -1313.11962954  -1313.03226501
     26731    13365.500       247.05      0.06102475  -1313.11938915  -1313.05836441
     26732    13366.000       297.54      0.07349695  -1313.11919454  -1313.04569759
     26733    13366.500       309.10      0.07635128  -1313.11977879  -1313.04342750
     26734    13367.000       392.21      0.09688058  -1313.12039735  -1313.02351677
     26735    13367.500       320.85      0.07925427  -1313.11962209  -1313.04036782
     26736    13368.000       337.00      0.08324345  -1313.11923125  -1313.03598780
