# MD Simulation - NVE Ensemble
# Timestep: 0.1 fs
#     Step     Time(fs)      Temp(K)          KE(Ha)          PE(Ha)          TE(Ha)
     18740     1874.000       164.67      0.02268489   -779.13837994   -779.11569506
     18741     1874.100       167.11      0.02302029   -779.13847403   -779.11545373
     18742     1874.200       169.00      0.02328027   -779.13854705   -779.11526678
     18743     1874.300       170.26      0.02345425   -779.13859591   -779.11514166
     18744     1874.400       170.84      0.02353472   -779.13861847   -779.11508376
     18745     1874.500       170.72      0.02351773   -779.13861377   -779.11509604
     18746     1874.600       169.89      0.02340340   -779.13858166   -779.11517826
     18747     1874.700       168.39      0.02319625   -779.13852352   -779.11532728
     18748     1874.800       166.27      0.02290541   -779.13844185   -779.11553645
     18749     1874.900       163.66      0.02254468   -779.13834051   -779.11579583
     18750     1875.000       160.66      0.02213233   -779.13822469   -779.11609236
     18751     1875.100       157.46      0.02169051   -779.13810052   -779.11641001
     18752     1875.200       154.22      0.02124447   -779.13797512   -779.11673064
     18753     1875.300       151.15      0.02082122   -779.13785616   -779.11703494
     18754     1875.400       148.44      0.02044795   -779.13775115   -779.11730320
     18755     1875.500       146.27      0.02015008   -779.13766736   -779.11751728
     18756     1875.600       144.82      0.01994923   -779.13761084   -779.11766161
     18757     1875.700       144.18      0.01986118   -779.13758604   -779.11772485
     18758     1875.800       144.42      0.01989409   -779.13759521   -779.11770112
     18759     1875.900       145.53      0.02004725   -779.13763833   -779.11759107
     18760     1876.000       147.44      0.02031055   -779.13771238   -779.11740183
     18761     1876.100       150.01      0.02066473   -779.13781205   -779.11714732
     18762     1876.200       153.04      0.02108258   -779.13792967   -779.11684709
     18763     1876.300       156.30      0.02153084   -779.13805584   -779.11652500
     18764     1876.400       159.51      0.02197282   -779.13818030   -779.11620748
     18765     1876.500       162.40      0.02237133   -779.13829245   -779.11592112
     18766     1876.600       164.72      0.02269167   -779.13838266   -779.11569099
     18767     1876.700       166.27      0.02290442   -779.13844262   -779.11553820
     18768     1876.800       166.87      0.02298775   -779.13846617   -779.11547842
     18769     1876.900       166.45      0.02292910   -779.13844979   -779.11552069
     18770     1877.000       164.97      0.02272602   -779.13839276   -779.11566675
     18771     1877.100       162.51      0.02238627   -779.13829734   -779.11591107
     18772     1877.200       159.17      0.02192719   -779.13816826   -779.11624107
     18773     1877.300       155.16      0.02137436   -779.13801291   -779.11663855
     18774     1877.400       150.70      0.02075978   -779.13784020   -779.11708042
     18775     1877.500       146.05      0.02011972   -779.13766028   -779.11754056
     18776     1877.600       141.50      0.01949236   -779.13748393   -779.11799157
     18777     1877.700       137.31      0.01891539   -779.13732172   -779.11840634
     18778     1877.800       133.74      0.01842374   -779.13718352   -779.11875978
     18779     1877.900       131.01      0.01804760   -779.13707778   -779.11903018
     18780     1878.000       129.29      0.01781066   -779.13701114   -779.11920048
     18781     1878.100       128.70      0.01772890   -779.13698814   -779.11925923
     18782     1878.200       129.28      0.01780973   -779.13701078   -779.11920105
     18783     1878.300       131.04      0.01805163   -779.13707872   -779.11902709
     18784     1878.400       133.89      0.01844432   -779.13718901   -779.11874468
     18785     1878.500       137.70      0.01896927   -779.13733644   -779.11836717
     18786     1878.600       142.29      0.01960067   -779.13751383   -779.11791316
     18787     1878.700       147.41      0.02030674   -779.13771216   -779.11740543
     18788     1878.800       152.82      0.02105131   -779.13792137   -779.11687007
     18789     1878.900       158.22      0.02179568   -779.13813052   -779.11633484
     18790     1879.000       163.34      0.02250059   -779.13832856   -779.11582796
     18791     1879.100       167.89      0.02312829   -779.13850494   -779.11537665
     18792     1879.200       171.64      0.02364464   -779.13865003   -779.11500539
     18793     1879.300       174.37      0.02402113   -779.13875583   -779.11473470
     18794     1879.400       175.94      0.02423673   -779.13881643   -779.11457970
     18795     1879.500       176.25      0.02427943   -779.13882849   -779.11454906
     18796     1879.600       175.29      0.02414740   -779.13879131   -779.11464391
     18797     1879.700       173.13      0.02384960   -779.13870759   -779.11485799
     18798     1879.800       169.91      0.02340579   -779.13858280   -779.11517701
     18799     1879.900       165.84      0.02284575   -779.13842531   -779.11557956
     18800     1880.000       161.21      0.02220784   -779.13824591   -779.11603806
     18801     1880.100       156.34      0.02153671   -779.13805712   -779.11652041
     18802     1880.200       151.58      0.02088044   -779.13787249   -779.11699205
     18803     1880.300       147.27      0.02028728   -779.13770560   -779.11741832
     18804     1880.400       143.75      0.01980208   -779.13756903   -779.11776695
     18805     1880.500       141.29      0.01946299   -779.13747358   -779.11801059
     18806     1880.600       140.09      0.01929853   -779.13742723   -779.11812870
     18807     1880.700       140.29      0.01932546   -779.13743472   -779.11810927
     18808     1880.800       141.90      0.01954758   -779.13749708   -779.11794950
     18809     1880.900       144.86      0.01995571   -779.13761172   -779.11765600
     18810     1881.000       149.02      0.02052867   -779.13777270   -779.11724403
     18811     1881.100       154.15      0.02123522   -779.13797125   -779.11673604
     18812     1881.200       159.97      0.02203676   -779.13819645   -779.11615969
     18813     1881.300       166.17      0.02289039   -779.13843627   -779.11554588
     18814     1881.400       172.42      0.02375216   -779.13867831   -779.11492615
     18815     1881.500       178.43      0.02458003   -779.13891075   -779.11433072
     18816     1881.600       183.92      0.02533656   -779.13912316   -779.11378660
     18817     1881.700       188.67      0.02599092   -779.13930679   -779.11331588
     18818     1881.800       192.52      0.02652036   -779.13945531   -779.11293495
     18819     1881.900       195.35      0.02691096   -779.13956472   -779.11265376
     18820     1882.000       197.14      0.02715778   -779.13963378   -779.11247600
     18821     1882.100       197.92      0.02726448   -779.13966349   -779.11239902
     18822     1882.200       197.76      0.02724248   -779.13965694   -779.11241446
     18823     1882.300       196.80      0.02710979   -779.13961939   -779.11250960
     18824     1882.400       195.20      0.02688954   -779.13955725   -779.11266771
     18825     1882.500       193.16      0.02660843   -779.13947802   -779.11286959
     18826     1882.600       190.88      0.02629498   -779.13938976   -779.11309478
     18827     1882.700       188.58      0.02597790   -779.13930048   -779.11332257
     18828     1882.800       186.45      0.02568440   -779.13921779   -779.11353340
     18829     1882.900       184.66      0.02543863   -779.13914868   -779.11371005
     18830     1883.000       183.37      0.02526036   -779.13909852   -779.11383816
     18831     1883.100       182.67      0.02516379   -779.13907133   -779.11390754
     18832     1883.200       182.62      0.02515673   -779.13906931   -779.11391258
     18833     1883.300       183.22      0.02524004   -779.13909277   -779.11385273
     18834     1883.400       184.44      0.02540753   -779.13913991   -779.11373238
     18835     1883.500       186.17      0.02564623   -779.13920710   -779.11356087
     18836     1883.600       188.28      0.02593706   -779.13928896   -779.11335190
     18837     1883.700       190.60      0.02625591   -779.13937877   -779.11312286
     18838     1883.800       192.91      0.02657519   -779.13946869   -779.11289350
     18839     1883.900       195.02      0.02686553   -779.13955049   -779.11268497
     18840     1884.000       196.71      0.02709779   -779.13961608   -779.11251829
     18841     1884.100       197.78      0.02724517   -779.13965772   -779.11241255
     18842     1884.200       198.07      0.02728516   -779.13966924   -779.11238408
     18843     1884.300       197.46      0.02720139   -779.13964595   -779.11244456
     18844     1884.400       195.89      0.02698506   -779.13958542   -779.11260036
     18845     1884.500       193.35      0.02663579   -779.13948743   -779.11285164
     18846     1884.600       189.91      0.02616197   -779.13935449   -779.11319253
     18847     1884.700       185.69      0.02558024   -779.13919116   -779.11361092
     18848     1884.800       180.86      0.02491437   -779.13900416   -779.11408978
     18849     1884.900       175.62      0.02419342   -779.13880174   -779.11460832
     18850     1885.000       170.22      0.02344940   -779.13859284   -779.11514344
     18851     1885.100       164.89      0.02271467   -779.13838655   -779.11567188
     18852     1885.200       159.84      0.02201933   -779.13819140   -779.11617207
     18853     1885.300       155.27      0.02138886   -779.13801450   -779.11662564
     18854     1885.400       151.30      0.02084232   -779.13786123   -779.11701891
     18855     1885.500       148.02      0.02039125   -779.13773490   -779.11734365
     18856     1885.600       145.47      0.02003939   -779.13763642   -779.11759703
     18857     1885.700       143.61      0.01978323   -779.13756486   -779.11778163
     18858     1885.800       142.38      0.01961318   -779.13751752   -779.11790434
     18859     1885.900       141.67      0.01951527   -779.13749033   -779.11797507
     18860     1886.000       141.36      0.01947298   -779.13747878   -779.11800580
     18861     1886.100       141.33      0.01946918   -779.13747800   -779.11800881
     18862     1886.200       141.47      0.01948775   -779.13748344   -779.11799569
     18863     1886.300       141.66      0.01951485   -779.13749120   -779.11797635
     18864     1886.400       141.84      0.01953978   -779.13749830   -779.11795851
     18865     1886.500       141.96      0.01955541   -779.13750274   -779.11794733
     18866     1886.600       141.98      0.01955812   -779.13750345   -779.11794533
     18867     1886.700       141.90      0.01954760   -779.13750043   -779.11795283
     18868     1886.800       141.75      0.01952628   -779.13749439   -779.11796811
     18869     1886.900       141.55      0.01949877   -779.13748656   -779.11798778
     18870     1887.000       141.35      0.01947119   -779.13747871   -779.11800752
     18871     1887.100       141.20      0.01945051   -779.13747283   -779.11802231
     18872     1887.200       141.15      0.01944405   -779.13747085   -779.11802679
     18873     1887.300       141.26      0.01945889   -779.13747489   -779.11801601
     18874     1887.400       141.56      0.01950145   -779.13748671   -779.11798526
     18875     1887.500       142.11      0.01957715   -779.13750786   -779.11793072
     18876     1887.600       142.93      0.01968999   -779.13753941   -779.11784941
     18877     1887.700       144.04      0.01984233   -779.13758203   -779.11773970
     18878     1887.800       145.44      0.02003460   -779.13763593   -779.11760132
     18879     1887.900       147.11      0.02026512   -779.13770057   -779.11743545
     18880     1888.000       149.03      0.02052998   -779.13777488   -779.11724490
     18881     1888.100       151.16      0.02082298   -779.13785704   -779.11703406
     18882     1888.200       153.43      0.02113581   -779.13794482   -779.11680901
     18883     1888.300       155.77      0.02145816   -779.13803531   -779.11657715
     18884     1888.400       158.09      0.02177822   -779.13812514   -779.11634691
     18885     1888.500       160.31      0.02208321   -779.13821077   -779.11612756
     18886     1888.600       162.32      0.02236009   -779.13828856   -779.11592847
     18887     1888.700       164.03      0.02259648   -779.13835492   -779.11575844
     18888     1888.800       165.38      0.02278165   -779.13840699   -779.11562535
     18889     1888.900       166.29      0.02290750   -779.13844230   -779.11553480
     18890     1889.000       166.74      0.02296958   -779.13845970   -779.11549013
     18891     1889.100       166.73      0.02296782   -779.13845916   -779.11549134
     18892     1889.200       166.29      0.02290711   -779.13844196   -779.11553485
     18893     1889.300       165.49      0.02279730   -779.13841099   -779.11561368
     18894     1889.400       164.44      0.02265294   -779.13837026   -779.11571732
     18895     1889.500       163.28      0.02249229   -779.13832492   -779.11583263
     18896     1889.600       162.14      0.02233594   -779.13828074   -779.11594480
     18897     1889.700       161.19      0.02220500   -779.13824374   -779.11603874
     18898     1889.800       160.57      0.02211907   -779.13821939   -779.11610033
     18899     1889.900       160.39      0.02209413   -779.13821224   -779.11611810
     18900     1890.000       160.72      0.02214079   -779.13822524   -779.11608445
     18901     1890.100       161.61      0.02226291   -779.13825950   -779.11599659
     18902     1890.200       163.02      0.02245699   -779.13831398   -779.11585699
     18903     1890.300       164.87      0.02271230   -779.13838582   -779.11567353
     18904     1890.400       167.05      0.02301176   -779.13847009   -779.11545833
     18905     1890.500       169.38      0.02333356   -779.13856057   -779.11522701
     18906     1890.600       171.70      0.02365320   -779.13865055   -779.11499735
     18907     1890.700       173.83      0.02394581   -779.13873288   -779.11478707
     18908     1890.800       175.59      0.02418839   -779.13880113   -779.11461274
     18909     1890.900       176.85      0.02436191   -779.13884997   -779.11448805
     18910     1891.000       177.51      0.02445291   -779.13887555   -779.11442264
     18911     1891.100       177.52      0.02445452   -779.13887600   -779.11442148
     18912     1891.200       176.88      0.02436698   -779.13885138   -779.11448440
     18913     1891.300       175.65      0.02419747   -779.13880364   -779.11460616
     18914     1891.400       173.93      0.02395951   -779.13873659   -779.11477708
     18915     1891.500       171.84      0.02367185   -779.13865564   -779.11498379
     18916     1891.600       169.55      0.02335710   -779.13856713   -779.11521003
     18917     1891.700       167.25      0.02304011   -779.13847786   -779.11543775
     18918     1891.800       165.12      0.02274631   -779.13839518   -779.11564887
     18919     1891.900       163.33      0.02250007   -779.13832582   -779.11582575
     18920     1892.000       162.05      0.02232315   -779.13827598   -779.11595283
     18921     1892.100       161.40      0.02223337   -779.13825059   -779.11601721
     18922     1892.200       161.47      0.02224353   -779.13825332   -779.11600979
     18923     1892.300       162.32      0.02236060   -779.13828612   -779.11592551
     18924     1892.400       163.95      0.02258527   -779.13834904   -779.11576377
     18925     1892.500       166.32      0.02291176   -779.13844072   -779.11552896
     18926     1892.600       169.34      0.02332805   -779.13855767   -779.11522962
     18927     1892.700       172.89      0.02381633   -779.13869477   -779.11487844
     18928     1892.800       176.79      0.02435382   -779.13884574   -779.11449191
     18929     1892.900       180.85      0.02491382   -779.13900305   -779.11408923
     18930     1893.000       184.87      0.02546703   -779.13915848   -779.11369145
     18931     1893.100       188.62      0.02598304   -779.13930353   -779.11332048
     18932     1893.200       191.88      0.02643203   -779.13942976   -779.11299772
     18933     1893.300       194.45      0.02678649   -779.13952943   -779.11274294
     18934     1893.400       196.17      0.02702301   -779.13959603   -779.11257302
     18935     1893.500       196.90      0.02712391   -779.13962449   -779.11250057
     18936     1893.600       196.57      0.02707881   -779.13961191   -779.11253310
     18937     1893.700       195.17      0.02688570   -779.13955772   -779.11267202
     18938     1893.800       192.74      0.02655169   -779.13946387   -779.11291218
     18939     1893.900       189.42      0.02609315   -779.13933502   -779.11324187
     18940     1894.000       185.36      0.02553511   -779.13917823   -779.11364312
     18941     1894.100       180.83      0.02491011   -779.13900255   -779.11409245
     18942     1894.200       176.08      0.02425614   -779.13881867   -779.11456253
     18943     1894.300       171.42      0.02361417   -779.13863813   -779.11502396
     18944     1894.400       167.14      0.02302510   -779.13847254   -779.11544744
     18945     1894.500       163.53      0.02252662   -779.13833240   -779.11580579
     18946     1894.600       160.79      0.02215017   -779.13822659   -779.11607641
     18947     1894.700       159.11      0.02191840   -779.13816152   -779.11624312
     18948     1894.800       158.56      0.02184326   -779.13814043   -779.11629717
     18949     1894.900       159.16      0.02192514   -779.13816358   -779.11623844
     18950     1895.000       160.81      0.02215303   -779.13822779   -779.11607476
     18951     1895.100       163.37      0.02250570   -779.13832705   -779.11582135
     18952     1895.200       166.63      0.02295376   -779.13845315   -779.11549939
     18953     1895.300       170.32      0.02346235   -779.13859624   -779.11513388
     18954     1895.400       174.18      0.02399412   -779.13874577   -779.11475165
     18955     1895.500       177.94      0.02451224   -779.13889144   -779.11437921
     18956     1895.600       181.36      0.02498306   -779.13902380   -779.11404074
     18957     1895.700       184.23      0.02537838   -779.13913485   -779.11375647
     18958     1895.800       186.39      0.02567690   -779.13921865   -779.11354175
     18959     1895.900       187.76      0.02586519   -779.13927144   -779.11340625
     18960     1896.000       188.29      0.02593782   -779.13929172   -779.11335390
     18961     1896.100       187.99      0.02589706   -779.13928016   -779.11338310
     18962     1896.200       186.94      0.02575206   -779.13923929   -779.11348722
     18963     1896.300       185.24      0.02551778   -779.13917335   -779.11365558
     18964     1896.400       183.03      0.02521366   -779.13908778   -779.11387411
     18965     1896.500       180.48      0.02486235   -779.13898897   -779.11412662
     18966     1896.600       177.77      0.02448831   -779.13888374   -779.11439543
     18967     1896.700       175.07      0.02411656   -779.13877926   -779.11466270
     18968     1896.800       172.56      0.02377153   -779.13868223   -779.11491070
     18969     1896.900       170.42      0.02347595   -779.13859909   -779.11512315
     18970     1897.000       168.78      0.02324990   -779.13853554   -779.11528565
     18971     1897.100       167.76      0.02310993   -779.13849609   -779.11538616
     18972     1897.200       167.46      0.02306830   -779.13848435   -779.11541605
     18973     1897.300       167.92      0.02313224   -779.13850222   -779.11536998
     18974     1897.400       169.16      0.02330349   -779.13855018   -779.11524668
     18975     1897.500       171.16      0.02357792   -779.13862722   -779.11504930
     18976     1897.600       173.82      0.02394539   -779.13873043   -779.11478504
     18977     1897.700       177.05      0.02438996   -779.13885528   -779.11446532
     18978     1897.800       180.68      0.02489032   -779.13899586   -779.11410554
     18979     1897.900       184.53      0.02542074   -779.13914494   -779.11372420
     18980     1898.000       188.39      0.02595222   -779.13929428   -779.11334206
     18981     1898.100       192.04      0.02645417   -779.13943538   -779.11298121
     18982     1898.200       195.24      0.02689617   -779.13955968   -779.11266350
     18983     1898.300       197.81      0.02725010   -779.13965923   -779.11240913
     18984     1898.400       199.57      0.02749212   -779.13972735   -779.11223523
     18985     1898.500       200.39      0.02760457   -779.13975900   -779.11215444
     18986     1898.600       200.19      0.02757759   -779.13975147   -779.11217388
     18987     1898.700       198.98      0.02741010   -779.13970446   -779.11229436
     18988     1898.800       196.80      0.02711021   -779.13962015   -779.11250994
     18989     1898.900       193.78      0.02669479   -779.13950341   -779.11280861
     18990     1899.000       190.11      0.02618839   -779.13936106   -779.11317267
     18991     1899.100       185.99      0.02562135   -779.13920169   -779.11358034
     18992     1899.200       181.68      0.02502742   -779.13903480   -779.11400739
     18993     1899.300       177.42      0.02444114   -779.13887000   -779.11442886
     18994     1899.400       173.46      0.02389512   -779.13871660   -779.11482148
     18995     1899.500       169.99      0.02341768   -779.13858252   -779.11516484
     18996     1899.600       167.19      0.02303093   -779.13847395   -779.11544302
     18997     1899.700       165.14      0.02274956   -779.13839503   -779.11564547
     18998     1899.800       163.92      0.02258042   -779.13834770   -779.11576728
     18999     1899.900       163.50      0.02252275   -779.13833173   -779.11580898
     19000     1900.000       163.83      0.02256912   -779.13834493   -779.11577581
     19001     1900.100       164.83      0.02270673   -779.13838372   -779.11567699
     19002     1900.200       166.37      0.02291900   -779.13844349   -779.11552449
     19003     1900.300       168.32      0.02318719   -779.13851892   -779.11533173
     19004     1900.400       170.53      0.02349197   -779.13860458   -779.11511261
     19005     1900.500       172.88      0.02381471   -779.13869525   -779.11488054
     19006     1900.600       175.23      0.02413861   -779.13878621   -779.11464760
     19007     1900.700       177.48      0.02444943   -779.13887344   -779.11442401
     19008     1900.800       179.56      0.02473605   -779.13895382   -779.11421777
     19009     1900.900       181.41      0.02499070   -779.13902517   -779.11403447
     19010     1901.000       183.00      0.02520899   -779.13908634   -779.11387735
     19011     1901.100       184.31      0.02538979   -779.13913693   -779.11374714
     19012     1901.200       185.36      0.02553491   -779.13917752   -779.11364261
     19013     1901.300       186.19      0.02564865   -779.13920916   -779.11356051
     19014     1901.400       186.83      0.02573725   -779.13923386   -779.11349661
     19015     1901.500       187.35      0.02580830   -779.13925363   -779.11344533
     19016     1901.600       187.80      0.02587003   -779.13927074   -779.11340071
     19017     1901.700       188.24      0.02593064   -779.13928757   -779.11335693
     19018     1901.800       188.72      0.02599760   -779.13930625   -779.11330865
     19019     1901.900       189.30      0.02607708   -779.13932837   -779.11325129
     19020     1902.000       190.00      0.02617339   -779.13935536   -779.11318197
     19021     1902.100       190.83      0.02628865   -779.13938759   -779.11309895
     19022     1902.200       191.81      0.02642250   -779.13942516   -779.11300266
     19023     1902.300       192.89      0.02657216   -779.13946716   -779.11289500
     19024     1902.400       194.06      0.02673253   -779.13951220   -779.11277967
     19025     1902.500       195.25      0.02689657   -779.13955826   -779.11266169
     19026     1902.600       196.40      0.02705588   -779.13960303   -779.11254715
     19027     1902.700       197.46      0.02720140   -779.13964399   -779.11244259
     19028     1902.800       198.35      0.02732423   -779.13967851   -779.11235428
     19029     1902.900       199.02      0.02741653   -779.13970444   -779.11228791
     19030     1903.000       199.43      0.02747239   -779.13972019   -779.11224780
     19031     1903.100       199.55      0.02748862   -779.13972476   -779.11223614
     19032     1903.200       199.38      0.02746533   -779.13971816   -779.11225283
     19033     1903.300       198.95      0.02740623   -779.13970156   -779.11229533
     19034     1903.400       198.31      0.02731860   -779.13967680   -779.11235820
     19035     1903.500       197.54      0.02721277   -779.13964691   -779.11243413
     19036     1903.600       196.73      0.02710130   -779.13961550   -779.11251420
     19037     1903.700       195.98      0.02699763   -779.13958622   -779.11258860
     19038     1903.800       195.38      0.02691457   -779.13956279   -779.11264823
     19039     1903.900       195.00      0.02686263   -779.13954814   -779.11268551
     19040     1904.000       194.90      0.02684849   -779.13954413   -779.11269564
     19041     1904.100       195.08      0.02687374   -779.13955126   -779.11267752
     19042     1904.200       195.52      0.02693420   -779.13956833   -779.11263414
     19043     1904.300       196.14      0.02701993   -779.13959266   -779.11257274
     19044     1904.400       196.84      0.02711595   -779.13961989   -779.11250393
     19045     1904.500       197.48      0.02720365   -779.13964476   -779.11244111
     19046     1904.600       197.91      0.02726273   -779.13966168   -779.11239895
     19047     1904.700       197.98      0.02727338   -779.13966497   -779.11239159
     19048     1904.800       197.59      0.02721862   -779.13964986   -779.11243124
     19049     1904.900       196.62      0.02708623   -779.13961281   -779.11252659
     19050     1905.000       195.06      0.02687027   -779.13955239   -779.11268212
     19051     1905.100       192.89      0.02657197   -779.13946867   -779.11289670
     19052     1905.200       190.19      0.02619988   -779.13936422   -779.11316434
     19053     1905.300       187.06      0.02576929   -779.13924324   -779.11347394
     19054     1905.400       183.67      0.02530108   -779.13911167   -779.11381059
     19055     1905.500       180.17      0.02482008   -779.13897649   -779.11415641
     19056     1905.600       176.78      0.02435313   -779.13884526   -779.11449214
     19057     1905.700       173.69      0.02392709   -779.13872547   -779.11479838
     19058     1905.800       171.08      0.02356688   -779.13862422   -779.11505734
     19059     1905.900       169.09      0.02329379   -779.13854753   -779.11525374
     19060     1906.000       167.86      0.02312410   -779.13849977   -779.11537567
     19061     1906.100       167.46      0.02306816   -779.13848410   -779.11541595
     19062     1906.200       167.90      0.02312989   -779.13850139   -779.11537150
     19063     1906.300       169.19      0.02330676   -779.13855110   -779.11524433
     19064     1906.400       171.25      0.02359012   -779.13863070   -779.11504058
     19065     1906.500       173.97      0.02396585   -779.13873626   -779.11477040
     19066     1906.600       177.24      0.02441530   -779.13886245   -779.11444715
     19067     1906.700       180.87      0.02491634   -779.13900321   -779.11408687
     19068     1906.800       184.71      0.02544450   -779.13915154   -779.11370704
     19069     1906.900       188.55      0.02597414   -779.13930031   -779.11332617
     19070     1907.000       192.22      0.02647959   -779.13944234   -779.11296275
     19071     1907.100       195.54      0.02693621   -779.13957055   -779.11263434
     19072     1907.200       198.33      0.02732139   -779.13967879   -779.11235740
     19073     1907.300       200.47      0.02761545   -779.13976143   -779.11214598
     19074     1907.400       201.82      0.02780255   -779.13981404   -779.11201149
     19075     1907.500       202.32      0.02787141   -779.13983334   -779.11196193
     19076     1907.600       201.92      0.02781611   -779.13981792   -779.11200181
     19077     1907.700       200.62      0.02763662   -779.13976757   -779.11213095
     19078     1907.800       198.46      0.02733929   -779.13968409   -779.11234480
     19079     1907.900       195.54      0.02693700   -779.13957114   -779.11263413
     19080     1908.000       192.00      0.02644908   -779.13943406   -779.11298498
     19081     1908.100       188.02      0.02590070   -779.13928000   -779.11337930
     19082     1908.200       183.82      0.02532190   -779.13911736   -779.11379546
     19083     1908.300       179.64      0.02474605   -779.13895546   -779.11420941
     19084     1908.400       175.73      0.02420783   -779.13880415   -779.11459632
     19085     1908.500       172.34      0.02374092   -779.13867287   -779.11493195
     19086     1908.600       169.69      0.02337542   -779.13857008   -779.11519466
     19087     1908.700       167.94      0.02313542   -779.13850260   -779.11536718
     19088     1908.800       167.23      0.02303682   -779.13847490   -779.11543807
     19089     1908.900       167.58      0.02308582   -779.13848869   -779.11540287
     19090     1909.000       168.98      0.02327809   -779.13854280   -779.11526471
     19091     1909.100       171.31      0.02359891   -779.13863307   -779.11503416
     19092     1909.200       174.40      0.02402424   -779.13875272   -779.11472848
     19093     1909.300       178.01      0.02452253   -779.13889291   -779.11437038
     19094     1909.400       181.89      0.02505717   -779.13904333   -779.11398615
     19095     1909.500       185.76      0.02558938   -779.13919300   -779.11360362
     19096     1909.600       189.33      0.02608102   -779.13933127   -779.11325024
     19097     1909.700       192.35      0.02649743   -779.13944837   -779.11295093
     19098     1909.800       194.62      0.02680972   -779.13953618   -779.11272646
     19099     1909.900       195.97      0.02699658   -779.13958872   -779.11259214
     19100     1910.000       196.33      0.02704547   -779.13960247   -779.11255699
     19101     1910.100       195.66      0.02695322   -779.13957652   -779.11262330
     19102     1910.200       194.01      0.02672589   -779.13951257   -779.11278668
     19103     1910.300       191.48      0.02637820   -779.13941479   -779.11303659
     19104     1910.400       188.25      0.02593243   -779.13928950   -779.11335707
     19105     1910.500       184.51      0.02541696   -779.13914454   -779.11372758
     19106     1910.600       180.50      0.02486454   -779.13898926   -779.11412472
     19107     1910.700       176.47      0.02431037   -779.13883343   -779.11452307
     19108     1910.800       172.70      0.02379010   -779.13868715   -779.11489704
     19109     1910.900       169.41      0.02333785   -779.13855994   -779.11522208
     19110     1911.000       166.85      0.02298424   -779.13846049   -779.11547626
     19111     1911.100       165.18      0.02275467   -779.13839585   -779.11564117
     19112     1911.200       164.55      0.02266787   -779.13837135   -779.11570348
     19113     1911.300       165.04      0.02273467   -779.13839002   -779.11565535
     19114     1911.400       166.65      0.02295725   -779.13845249   -779.11549524
     19115     1911.500       169.35      0.02332889   -779.13855683   -779.11522794
     19116     1911.600       173.02      0.02383407   -779.13869870   -779.11486462
     19117     1911.700       177.48      0.02444922   -779.13887151   -779.11442229
     19118     1911.800       182.52      0.02514388   -779.13906663   -779.11392274
     19119     1911.900       187.88      0.02588233   -779.13927412   -779.11339179
     19120     1912.000       193.28      0.02662557   -779.13948298   -779.11285740
     19121     1912.100       198.42      0.02733365   -779.13968190   -779.11234825
     19122     1912.200       203.03      0.02796803   -779.13986022   -779.11189219
     19123     1912.300       206.84      0.02849404   -779.14000803   -779.11151399
     19124     1912.400       209.67      0.02888315   -779.14011738   -779.11123424
     19125     1912.500       211.35      0.02911488   -779.14018246   -779.11106758
     19126     1912.600       211.81      0.02917830   -779.14020023   -779.11102193
     19127     1912.700       211.05      0.02907283   -779.14017053   -779.11109771
     19128     1912.800       209.13      0.02880835   -779.14009613   -779.11128778
     19129     1912.900       206.19      0.02840451   -779.13998253   -779.11157802
     19130     1913.000       202.45      0.02788927   -779.13983768   -779.11194841
     19131     1913.100       198.15      0.02729671   -779.13967110   -779.11237439
     19132     1913.200       193.56      0.02666436   -779.13949331   -779.11282895
     19133     1913.300       188.96      0.02603019   -779.13931513   -779.11328493
     19134     1913.400       184.60      0.02542970   -779.13914644   -779.11371674
     19135     1913.500       180.70      0.02489316   -779.13899579   -779.11410263
     19136     1913.600       177.44      0.02444358   -779.13886967   -779.11442609
     19137     1913.700       174.91      0.02409538   -779.13877204   -779.11467666
     19138     1913.800       173.16      0.02385398   -779.13870450   -779.11485053
     19139     1913.900       172.16      0.02371628   -779.13866612   -779.11494984
     19140     1914.000       171.84      0.02367191   -779.13865401   -779.11498210
     19141     1914.100       172.08      0.02370498   -779.13866359   -779.11495861
     19142     1914.200       172.74      0.02379617   -779.13868947   -779.11489330
     19143     1914.300       173.67      0.02392482   -779.13872584   -779.11480102
     19144     1914.400       174.73      0.02407079   -779.13876705   -779.11469625
     19145     1914.500       175.79      0.02421597   -779.13880794   -779.11459196
     19146     1914.600       176.73      0.02434529   -779.13884434   -779.11449905
     19147     1914.700       177.47      0.02444724   -779.13887301   -779.11442577
     19148     1914.800       177.95      0.02451398   -779.13889178   -779.11437780
     19149     1914.900       178.15      0.02454110   -779.13889935   -779.11435825
     19150     1915.000       178.05      0.02452717   -779.13889545   -779.11436828
     19151     1915.100       177.66      0.02447312   -779.13888026   -779.11440713
     19152     1915.200       176.99      0.02438170   -779.13885452   -779.11447282
     19153     1915.300       176.09      0.02425695   -779.13881956   -779.11456261
     19154     1915.400       174.97      0.02410376   -779.13877653   -779.11467278
     19155     1915.500       173.70      0.02392759   -779.13872710   -779.11479951
     19156     1915.600       172.29      0.02373432   -779.13867287   -779.11493855
     19157     1915.700       170.81      0.02353006   -779.13861556   -779.11508549
     19158     1915.800       169.29      0.02332113   -779.13855697   -779.11523583
     19159     1915.900       167.79      0.02311395   -779.13849883   -779.11538488
     19160     1916.000       166.34      0.02291492   -779.13844299   -779.11552807
     19161     1916.100       165.00      0.02273029   -779.13839116   -779.11566087
