
================================================================================
                                 MD SIMULATION                                  
================================================================================
Ensemble:        NVE
Timestep:        0.250 fs
Total steps:     4000000
Simulation time: 1000000.00 fs

System:
  Atoms:         30
  Formula:       C8H15N3O4
  Charge:        0
  Multiplicity:  1

================================================================================

WARNING: Pre-existing output files were backed up:
  Backed up existing file: agnve.out -> #agnve.out.1#


       Step         Time(ps)  Progress      T(K)      E_total(Ha)  Speed(ns/day)         ETA
  ---------  ---------------  --------  --------  ---------------  -------------  ----------

Starting NVE simulation...

  Step    35800     8950.00 fs  T  360.10 K  E    -779.085373 Ha
  Step    35900     8975.00 fs  T  387.95 K  E    -779.082636 Ha
  Step    36000     9000.00 fs  T  349.31 K  E    -779.086458 Ha
  Step    36100     9025.00 fs  T  335.19 K  E    -779.087846 Ha
  Step    36200     9050.00 fs  T  390.77 K  E    -779.082353 Ha
  Step    36300     9075.00 fs  T  425.68 K  E    -779.078898 Ha
  Step    36400     9100.00 fs  T  393.84 K  E    -779.082040 Ha
  Step    36500     9125.00 fs  T  435.35 K  E    -779.077939 Ha
  Step    36600     9150.00 fs  T  343.61 K  E    -779.087024 Ha
  Step    36700     9175.00 fs  T  426.54 K  E    -779.078790 Ha
  Step    36800     9200.00 fs  T  433.19 K  E    -779.078141 Ha
  Step    36900     9225.00 fs  T  342.37 K  E    -779.087141 Ha
  Step    37000     9250.00 fs  T  439.65 K  E    -779.077491 Ha
  Step    37100     9275.00 fs  T  381.39 K  E    -779.083279 Ha
  Step    37200     9300.00 fs  T  406.02 K  E    -779.080831 Ha
  Step    37300     9325.00 fs  T  398.69 K  E    -779.081543 Ha
  Step    37400     9350.00 fs  T  353.47 K  E    -779.086070 Ha
  Step    37500     9375.00 fs  T  466.81 K  E    -779.074834 Ha
  Step    37600     9400.00 fs  T  395.72 K  E    -779.081854 Ha
  Step    37700     9425.00 fs  T  356.23 K  E    -779.085782 Ha
  Step    37800     9450.00 fs  T  411.30 K  E    -779.080307 Ha
  Step    37900     9475.00 fs  T  369.66 K  E    -779.084425 Ha
  Step    38000     9500.00 fs  T  404.05 K  E    -779.081049 Ha
  Step    38100     9525.00 fs  T  338.93 K  E    -779.087496 Ha
  Step    38200     9550.00 fs  T  407.23 K  E    -779.080704 Ha
  Step    38300     9575.00 fs  T  424.70 K  E    -779.078998 Ha
  Step    38400     9600.00 fs  T  432.31 K  E    -779.078239 Ha
  Step    38500     9625.00 fs  T  319.12 K  E    -779.089454 Ha
  Step    38600     9650.00 fs  T  438.70 K  E    -779.077619 Ha
  Step    38700     9675.00 fs  T  394.53 K  E    -779.081972 Ha
  Step    38800     9700.00 fs  T  412.73 K  E    -779.080170 Ha
  Step    38900     9725.00 fs  T  472.17 K  E    -779.074303 Ha
  Step    39000     9750.00 fs  T  311.88 K  E    -779.090164 Ha
  Step    39100     9775.00 fs  T  389.69 K  E    -779.082442 Ha
  Step    39200     9800.00 fs  T  442.77 K  E    -779.077205 Ha
  Step    39300     9825.00 fs  T  364.43 K  E    -779.084960 Ha
  Step    39400     9850.00 fs  T  363.04 K  E    -779.085099 Ha
  Step    39500     9875.00 fs  T  430.82 K  E    -779.078397 Ha
  Step    39600     9900.00 fs  T  428.38 K  E    -779.078626 Ha
  Step    39700     9925.00 fs  T  324.78 K  E    -779.088889 Ha
  Step    39800     9950.00 fs  T  411.06 K  E    -779.080348 Ha
  Step    39900     9975.00 fs  T  402.80 K  E    -779.081158 Ha
  Step    40000    10000.00 fs  T  347.96 K  E    -779.086594 Ha
  Step    40100    10025.00 fs  T  387.18 K  E    -779.082704 Ha
  Step    40200    10050.00 fs  T  358.17 K  E    -779.085571 Ha
  Step    40300    10075.00 fs  T  438.26 K  E    -779.077651 Ha
  Step    40400    10100.00 fs  T  439.29 K  E    -779.077554 Ha
  Step    40500    10125.00 fs  T  336.67 K  E    -779.087693 Ha
  Step    40600    10150.00 fs  T  418.39 K  E    -779.079612 Ha
  Step    40700    10175.00 fs  T  449.28 K  E    -779.076571 Ha
  Step    40800    10200.00 fs  T  460.47 K  E    -779.075444 Ha
  Step    40900    10225.00 fs  T  437.47 K  E    -779.077740 Ha
  Step    41000    10250.00 fs  T  417.31 K  E    -779.079729 Ha
  Step    41100    10275.00 fs  T  463.89 K  E    -779.075104 Ha
  Step    41200    10300.00 fs  T  384.96 K  E    -779.082946 Ha
  Step    41300    10325.00 fs  T  495.95 K  E    -779.071928 Ha
  Step    41400    10350.00 fs  T  358.00 K  E    -779.085578 Ha
  Step    41500    10375.00 fs  T  385.98 K  E    -779.082840 Ha
  Step    41600    10400.00 fs  T  437.55 K  E    -779.077719 Ha
  Step    41700    10425.00 fs  T  364.73 K  E    -779.084903 Ha
  Step    41800    10450.00 fs  T  436.11 K  E    -779.077855 Ha
  Step    41900    10475.00 fs  T  449.87 K  E    -779.076516 Ha
  Step    42000    10500.00 fs  T  375.86 K  E    -779.083821 Ha
  Step    42100    10525.00 fs  T  423.75 K  E    -779.079089 Ha
  Step    42200    10550.00 fs  T  395.50 K  E    -779.081892 Ha
  Step    42300    10575.00 fs  T  415.23 K  E    -779.079917 Ha
  Step    42400    10600.00 fs  T  418.47 K  E    -779.079621 Ha
  Step    42500    10625.00 fs  T  395.53 K  E    -779.081886 Ha
  Step    42600    10650.00 fs  T  433.49 K  E    -779.078086 Ha
  Step    42700    10675.00 fs  T  450.89 K  E    -779.076399 Ha
  Step    42800    10700.00 fs  T  443.23 K  E    -779.077170 Ha
  Step    42900    10725.00 fs  T  375.71 K  E    -779.083837 Ha
  Step    43000    10750.00 fs  T  452.68 K  E    -779.076225 Ha
  Step    43100    10775.00 fs  T  417.68 K  E    -779.079705 Ha
  Step    43200    10800.00 fs  T  344.47 K  E    -779.086935 Ha
  Step    43300    10825.00 fs  T  419.51 K  E    -779.079499 Ha
  Step    43400    10850.00 fs  T  388.50 K  E    -779.082574 Ha
  Step    43500    10875.00 fs  T  414.49 K  E    -779.079978 Ha
  Step    43600    10900.00 fs  T  374.50 K  E    -779.083968 Ha
  Step    43700    10925.00 fs  T  466.77 K  E    -779.074829 Ha
  Step    43800    10950.00 fs  T  425.00 K  E    -779.078946 Ha
  Step    43900    10975.00 fs  T  330.71 K  E    -779.088309 Ha
  Step    44000    11000.00 fs  T  453.27 K  E    -779.076164 Ha
  Step    44100    11025.00 fs  T  416.89 K  E    -779.079742 Ha
  Step    44200    11050.00 fs  T  236.46 K  E    -779.097649 Ha
  Step    44300    11075.00 fs  T  366.66 K  E    -779.084744 Ha
  Step    44400    11100.00 fs  T  446.04 K  E    -779.076867 Ha
  Step    44500    11125.00 fs  T  437.09 K  E    -779.077787 Ha
  Step    44600    11150.00 fs  T  362.95 K  E    -779.085128 Ha
  Step    44700    11175.00 fs  T  425.29 K  E    -779.078919 Ha
  Step    44800    11200.00 fs  T  472.32 K  E    -779.074293 Ha
  Step    44900    11225.00 fs  T  424.11 K  E    -779.079066 Ha
  Step    45000    11250.00 fs  T  337.70 K  E    -779.087593 Ha
  Step    45100    11275.00 fs  T  384.46 K  E    -779.082989 Ha
  Step    45200    11300.00 fs  T  349.68 K  E    -779.086441 Ha
  Step    45300    11325.00 fs  T  359.61 K  E    -779.085424 Ha
  Step    45400    11350.00 fs  T  404.64 K  E    -779.080982 Ha
  Step    45500    11375.00 fs  T  430.74 K  E    -779.078392 Ha
  Step    45600    11400.00 fs  T  357.97 K  E    -779.085603 Ha
  Step    45700    11425.00 fs  T  386.97 K  E    -779.082758 Ha
  Step    45800    11450.00 fs  T  460.95 K  E    -779.075395 Ha
  Step    45900    11475.00 fs  T  305.00 K  E    -779.090824 Ha
  Step    46000    11500.00 fs  T  356.97 K  E    -779.085708 Ha
  Step    46100    11525.00 fs  T  352.37 K  E    -779.086162 Ha
  Step    46200    11550.00 fs  T  313.16 K  E    -779.090023 Ha
  Step    46300    11575.00 fs  T  364.71 K  E    -779.084941 Ha
  Step    46400    11600.00 fs  T  391.19 K  E    -779.082333 Ha
  Step    46500    11625.00 fs  T  367.94 K  E    -779.084610 Ha
  Step    46600    11650.00 fs  T  373.16 K  E    -779.084096 Ha
  Step    46700    11675.00 fs  T  364.60 K  E    -779.084952 Ha
  Step    46800    11700.00 fs  T  373.29 K  E    -779.084075 Ha
  Step    46900    11725.00 fs  T  457.17 K  E    -779.075784 Ha
  Step    47000    11750.00 fs  T  440.72 K  E    -779.077413 Ha
  Step    47100    11775.00 fs  T  377.34 K  E    -779.083674 Ha
  Step    47200    11800.00 fs  T  486.90 K  E    -779.072834 Ha
  Step    47300    11825.00 fs  T  376.49 K  E    -779.083782 Ha
  Step    47400    11850.00 fs  T  344.01 K  E    -779.086980 Ha
  Step    47500    11875.00 fs  T  363.74 K  E    -779.085044 Ha
  Step    47600    11900.00 fs  T  394.49 K  E    -779.082000 Ha
  Step    47700    11925.00 fs  T  369.79 K  E    -779.084425 Ha
  Step    47800    11950.00 fs  T  399.52 K  E    -779.081498 Ha
  Step    47900    11975.00 fs  T  370.67 K  E    -779.084361 Ha
  Step    48000    12000.00 fs  T  376.54 K  E    -779.083755 Ha
  Step    48100    12025.00 fs  T  381.92 K  E    -779.083234 Ha
  Step    48200    12050.00 fs  T  404.95 K  E    -779.080972 Ha
  Step    48300    12075.00 fs  T  407.41 K  E    -779.080702 Ha
  Step    48400    12100.00 fs  T  456.68 K  E    -779.075816 Ha
  Step    48500    12125.00 fs  T  434.22 K  E    -779.078054 Ha
  Step    48600    12150.00 fs  T  335.99 K  E    -779.087761 Ha
  Step    48700    12175.00 fs  T  358.65 K  E    -779.085535 Ha
  Step    48800    12200.00 fs  T  452.05 K  E    -779.076290 Ha
  Step    48900    12225.00 fs  T  434.24 K  E    -779.078037 Ha
  Step    49000    12250.00 fs  T  391.55 K  E    -779.082284 Ha
  Step    49100    12275.00 fs  T  441.93 K  E    -779.077289 Ha
  Step    49200    12300.00 fs  T  374.81 K  E    -779.083917 Ha
  Step    49300    12325.00 fs  T  364.40 K  E    -779.084963 Ha
  Step    49400    12350.00 fs  T  399.05 K  E    -779.081544 Ha
  Step    49500    12375.00 fs  T  428.79 K  E    -779.078557 Ha
  Step    49600    12400.00 fs  T  427.84 K  E    -779.078658 Ha
  Step    49700    12425.00 fs  T  435.98 K  E    -779.077887 Ha
  Step    49800    12450.00 fs  T  377.94 K  E    -779.083610 Ha
  Step    49900    12475.00 fs  T  447.43 K  E    -779.076727 Ha
  Step    50000    12500.00 fs  T  299.29 K  E    -779.091427 Ha
  Step    50100    12525.00 fs  T  442.05 K  E    -779.077255 Ha
  Step    50200    12550.00 fs  T  342.95 K  E    -779.087096 Ha
  Step    50300    12575.00 fs  T  375.67 K  E    -779.083854 Ha
  Step    50400    12600.00 fs  T  350.78 K  E    -779.086302 Ha
  Step    50500    12625.00 fs  T  447.98 K  E    -779.076687 Ha
  Step    50600    12650.00 fs  T  412.28 K  E    -779.080233 Ha
  Step    50700    12675.00 fs  T  417.28 K  E    -779.079711 Ha
  Step    50800    12700.00 fs  T  359.44 K  E    -779.085457 Ha
  Step    50900    12725.00 fs  T  464.30 K  E    -779.075065 Ha
  Step    51000    12750.00 fs  T  317.17 K  E    -779.089644 Ha
  Step    51100    12775.00 fs  T  424.00 K  E    -779.079059 Ha
  Step    51200    12800.00 fs  T  337.16 K  E    -779.087667 Ha
  Step    51300    12825.00 fs  T  437.60 K  E    -779.077698 Ha
  Step    51400    12850.00 fs  T  367.77 K  E    -779.084644 Ha
  Step    51500    12875.00 fs  T  473.29 K  E    -779.074173 Ha
  Step    51600    12900.00 fs  T  406.32 K  E    -779.080797 Ha
  Step    51700    12925.00 fs  T  453.86 K  E    -779.076113 Ha
  Step    51800    12950.00 fs  T  320.08 K  E    -779.089361 Ha
  Step    51900    12975.00 fs  T  476.84 K  E    -779.073816 Ha
  Step    52000    13000.00 fs  T  365.17 K  E    -779.084913 Ha
  Step    52100    13025.00 fs  T  471.38 K  E    -779.074369 Ha
  Step    52200    13050.00 fs  T  379.12 K  E    -779.083502 Ha
  Step    52300    13075.00 fs  T  476.61 K  E    -779.073864 Ha
  Step    52400    13100.00 fs  T  290.68 K  E    -779.092285 Ha
  Step    52500    13125.00 fs  T  496.77 K  E    -779.071843 Ha
  Step    52600    13150.00 fs  T  423.55 K  E    -779.079121 Ha
  Step    52700    13175.00 fs  T  418.06 K  E    -779.079648 Ha
  Step    52800    13200.00 fs  T  290.39 K  E    -779.092288 Ha
  Step    52900    13225.00 fs  T  497.91 K  E    -779.071741 Ha
  Step    53000    13250.00 fs  T  396.83 K  E    -779.081747 Ha
  Step    53100    13275.00 fs  T  398.49 K  E    -779.081567 Ha
  Step    53200    13300.00 fs  T  407.80 K  E    -779.080683 Ha
  Step    53300    13325.00 fs  T  453.04 K  E    -779.076186 Ha
  Step    53400    13350.00 fs  T  348.51 K  E    -779.086522 Ha
  Step    53500    13375.00 fs  T  441.24 K  E    -779.077353 Ha
  Step    53600    13400.00 fs  T  318.32 K  E    -779.089538 Ha
  Step    53700    13425.00 fs  T  393.86 K  E    -779.082036 Ha
  Step    53800    13450.00 fs  T  418.99 K  E    -779.079569 Ha
  Step    53900    13475.00 fs  T  458.99 K  E    -779.075591 Ha
  Step    54000    13500.00 fs  T  407.63 K  E    -779.080691 Ha
  Step    54100    13525.00 fs  T  470.92 K  E    -779.074439 Ha
  Step    54200    13550.00 fs  T  369.31 K  E    -779.084481 Ha
  Step    54300    13575.00 fs  T  424.35 K  E    -779.079014 Ha
  Step    54400    13600.00 fs  T  403.07 K  E    -779.081166 Ha
  Step    54500    13625.00 fs  T  364.05 K  E    -779.084997 Ha
  Step    54600    13650.00 fs  T  318.31 K  E    -779.089510 Ha
  Step    54700    13675.00 fs  T  470.93 K  E    -779.074412 Ha
  Step    54800    13700.00 fs  T  334.85 K  E    -779.087902 Ha
  Step    54900    13725.00 fs  T  456.33 K  E    -779.075839 Ha
  Step    55000    13750.00 fs  T  343.07 K  E    -779.087098 Ha
  Step    55100    13775.00 fs  T  438.74 K  E    -779.077593 Ha
  Step    55200    13800.00 fs  T  336.64 K  E    -779.087711 Ha
  Step    55300    13825.00 fs  T  436.24 K  E    -779.077869 Ha
  Step    55400    13850.00 fs  T  410.51 K  E    -779.080389 Ha
  Step    55500    13875.00 fs  T  413.07 K  E    -779.080117 Ha
  Step    55600    13900.00 fs  T  412.61 K  E    -779.080211 Ha
  Step    55700    13925.00 fs  T  431.82 K  E    -779.078287 Ha
  Step    55800    13950.00 fs  T  386.38 K  E    -779.082783 Ha
  Step    55900    13975.00 fs  T  446.80 K  E    -779.076829 Ha
  Step    56000    14000.00 fs  T  377.47 K  E    -779.083683 Ha
  Step    56100    14025.00 fs  T  509.20 K  E    -779.070597 Ha
  Step    56200    14050.00 fs  T  400.19 K  E    -779.081436 Ha
  Step    56300    14075.00 fs  T  368.44 K  E    -779.084557 Ha
  Step    56400    14100.00 fs  T  398.71 K  E    -779.081550 Ha
  Step    56500    14125.00 fs  T  435.28 K  E    -779.077954 Ha
  Step    56600    14150.00 fs  T  346.09 K  E    -779.086775 Ha
  Step    56700    14175.00 fs  T  454.25 K  E    -779.076044 Ha
  Step    56800    14200.00 fs  T  451.25 K  E    -779.076376 Ha
  Step    56900    14225.00 fs  T  363.26 K  E    -779.085084 Ha
  Step    57000    14250.00 fs  T  285.68 K  E    -779.092755 Ha
  Step    57100    14275.00 fs  T  432.79 K  E    -779.078204 Ha
  Step    57200    14300.00 fs  T  453.91 K  E    -779.076088 Ha
  Step    57300    14325.00 fs  T  348.63 K  E    -779.086514 Ha
  Step    57400    14350.00 fs  T  353.14 K  E    -779.086104 Ha
  Step    57500    14375.00 fs  T  364.90 K  E    -779.084920 Ha
  Step    57600    14400.00 fs  T  453.40 K  E    -779.076130 Ha
  Step    57700    14425.00 fs  T  423.75 K  E    -779.079106 Ha
  Step    57800    14450.00 fs  T  404.92 K  E    -779.080942 Ha
  Step    57900    14475.00 fs  T  305.35 K  E    -779.090801 Ha
  Step    58000    14500.00 fs  T  455.78 K  E    -779.075928 Ha
  Step    58100    14525.00 fs  T  354.73 K  E    -779.085923 Ha
  Step    58200    14550.00 fs  T  421.25 K  E    -779.079310 Ha
  Step    58300    14575.00 fs  T  319.91 K  E    -779.089396 Ha
  Step    58400    14600.00 fs  T  425.83 K  E    -779.078867 Ha
  Step    58500    14625.00 fs  T  443.20 K  E    -779.077131 Ha
  Step    58600    14650.00 fs  T  375.40 K  E    -779.083884 Ha
  Step    58700    14675.00 fs  T  425.93 K  E    -779.078855 Ha
  Step    58800    14700.00 fs  T  419.49 K  E    -779.079483 Ha
  Step    58900    14725.00 fs  T  400.10 K  E    -779.081440 Ha
  Step    59000    14750.00 fs  T  381.11 K  E    -779.083308 Ha
  Step    59100    14775.00 fs  T  371.82 K  E    -779.084216 Ha
  Step    59200    14800.00 fs  T  401.13 K  E    -779.081348 Ha
  Step    59300    14825.00 fs  T  416.02 K  E    -779.079852 Ha
  Step    59400    14850.00 fs  T  456.34 K  E    -779.075832 Ha
  Step    59500    14875.00 fs  T  411.44 K  E    -779.080316 Ha
  Step    59600    14900.00 fs  T  431.97 K  E    -779.078263 Ha
  Step    59700    14925.00 fs  T  327.01 K  E    -779.088662 Ha
  Step    59800    14950.00 fs  T  379.80 K  E    -779.083455 Ha
  Step    59900    14975.00 fs  T  390.24 K  E    -779.082405 Ha
  Step    60000    15000.00 fs  T  328.77 K  E    -779.088483 Ha
  Step    60100    15025.00 fs  T  412.56 K  E    -779.080203 Ha
  Step    60200    15050.00 fs  T  409.14 K  E    -779.080527 Ha
  Step    60300    15075.00 fs  T  393.29 K  E    -779.082079 Ha
  Step    60400    15100.00 fs  T  406.18 K  E    -779.080829 Ha
  Step    60500    15125.00 fs  T  424.41 K  E    -779.079019 Ha
  Step    60600    15150.00 fs  T  401.51 K  E    -779.081265 Ha
  Step    60700    15175.00 fs  T  398.94 K  E    -779.081550 Ha
  Step    60800    15200.00 fs  T  445.40 K  E    -779.076932 Ha
  Step    60900    15225.00 fs  T  422.91 K  E    -779.079144 Ha
  Step    61000    15250.00 fs  T  369.76 K  E    -779.084447 Ha
  Step    61100    15275.00 fs  T  414.49 K  E    -779.080008 Ha
  Step    61200    15300.00 fs  T  385.70 K  E    -779.082840 Ha
  Step    61300    15325.00 fs  T  351.54 K  E    -779.086252 Ha
  Step    61400    15350.00 fs  T  390.45 K  E    -779.082391 Ha
  Step    61500    15375.00 fs  T  359.32 K  E    -779.085463 Ha
  Step    61600    15400.00 fs  T  444.11 K  E    -779.077075 Ha
  Step    61700    15425.00 fs  T  394.95 K  E    -779.081937 Ha
  Step    61800    15450.00 fs  T  400.64 K  E    -779.081364 Ha
  Step    61900    15475.00 fs  T  387.14 K  E    -779.082713 Ha
  Step    62000    15500.00 fs  T  396.44 K  E    -779.081774 Ha
  Step    62100    15525.00 fs  T  316.52 K  E    -779.089696 Ha
  Step    62200    15550.00 fs  T  443.35 K  E    -779.077144 Ha
  Step    62300    15575.00 fs  T  406.92 K  E    -779.080745 Ha
  Step    62400    15600.00 fs  T  358.55 K  E    -779.085537 Ha
  Step    62500    15625.00 fs  T  397.89 K  E    -779.081647 Ha
  Step    62600    15650.00 fs  T  361.37 K  E    -779.085258 Ha
  Step    62700    15675.00 fs  T  408.86 K  E    -779.080550 Ha
  Step    62800    15700.00 fs  T  360.58 K  E    -779.085343 Ha
  Step    62900    15725.00 fs  T  382.19 K  E    -779.083198 Ha
  Step    63000    15750.00 fs  T  432.41 K  E    -779.078213 Ha
  Step    63100    15775.00 fs  T  406.74 K  E    -779.080776 Ha
  Step    63200    15800.00 fs  T  444.40 K  E    -779.077034 Ha
  Step    63300    15825.00 fs  T  417.07 K  E    -779.079728 Ha
  Step    63400    15850.00 fs  T  382.86 K  E    -779.083143 Ha
  Step    63500    15875.00 fs  T  457.32 K  E    -779.075747 Ha
  Step    63600    15900.00 fs  T  376.48 K  E    -779.083764 Ha
  Step    63700    15925.00 fs  T  356.43 K  E    -779.085757 Ha
  Step    63800    15950.00 fs  T  360.35 K  E    -779.085357 Ha
  Step    63900    15975.00 fs  T  369.90 K  E    -779.084422 Ha
  Step    64000    16000.00 fs  T  478.90 K  E    -779.073618 Ha
  Step    64100    16025.00 fs  T  426.44 K  E    -779.078803 Ha
  Step    64200    16050.00 fs  T  407.51 K  E    -779.080692 Ha
  Step    64300    16075.00 fs  T  447.06 K  E    -779.076786 Ha
  Step    64400    16100.00 fs  T  416.38 K  E    -779.079818 Ha
  Step    64500    16125.00 fs  T  395.47 K  E    -779.081883 Ha
  Step    64600    16150.00 fs  T  443.38 K  E    -779.077140 Ha
  Step    64700    16175.00 fs  T  436.00 K  E    -779.077865 Ha
  Step    64800    16200.00 fs  T  420.32 K  E    -779.079416 Ha
  Step    64900    16225.00 fs  T  386.52 K  E    -779.082773 Ha
  Step    65000    16250.00 fs  T  387.68 K  E    -779.082646 Ha
  Step    65100    16275.00 fs  T  402.23 K  E    -779.081210 Ha
  Step    65200    16300.00 fs  T  358.54 K  E    -779.085554 Ha
  Step    65300    16325.00 fs  T  414.93 K  E    -779.079935 Ha
  Step    65400    16350.00 fs  T  380.55 K  E    -779.083360 Ha
  Step    65500    16375.00 fs  T  460.75 K  E    -779.075438 Ha
  Step    65600    16400.00 fs  T  359.10 K  E    -779.085490 Ha
  Step    65700    16425.00 fs  T  403.81 K  E    -779.081050 Ha
  Step    65800    16450.00 fs  T  375.21 K  E    -779.083905 Ha
  Step    65900    16475.00 fs  T  322.30 K  E    -779.089134 Ha
  Step    66000    16500.00 fs  T  363.40 K  E    -779.085050 Ha
  Step    66100    16525.00 fs  T  402.37 K  E    -779.081205 Ha
  Step    66200    16550.00 fs  T  415.87 K  E    -779.079868 Ha
  Step    66300    16575.00 fs  T  406.40 K  E    -779.080802 Ha
  Step    66400    16600.00 fs  T  381.13 K  E    -779.083317 Ha
  Step    66500    16625.00 fs  T  452.63 K  E    -779.076221 Ha
  Step    66600    16650.00 fs  T  336.71 K  E    -779.087704 Ha
  Step    66700    16675.00 fs  T  357.06 K  E    -779.085708 Ha
  Step    66800    16700.00 fs  T  340.59 K  E    -779.087322 Ha
  Step    66900    16725.00 fs  T  289.85 K  E    -779.092344 Ha
  Step    67000    16750.00 fs  T  428.17 K  E    -779.078651 Ha
  Step    67100    16775.00 fs  T  373.34 K  E    -779.084089 Ha
  Step    67200    16800.00 fs  T  440.85 K  E    -779.077381 Ha
  Step    67300    16825.00 fs  T  383.42 K  E    -779.083092 Ha
  Step    67400    16850.00 fs  T  365.74 K  E    -779.084842 Ha
  Step    67500    16875.00 fs  T  339.05 K  E    -779.087458 Ha
  Step    67600    16900.00 fs  T  352.67 K  E    -779.086125 Ha
  Step    67700    16925.00 fs  T  394.82 K  E    -779.081965 Ha
  Step    67800    16950.00 fs  T  351.17 K  E    -779.086264 Ha
  Step    67900    16975.00 fs  T  370.38 K  E    -779.084379 Ha
  Step    68000    17000.00 fs  T  344.03 K  E    -779.087008 Ha
  Step    68100    17025.00 fs  T  371.47 K  E    -779.084261 Ha
  Step    68200    17050.00 fs  T  399.07 K  E    -779.081538 Ha
  Step    68300    17075.00 fs  T  405.63 K  E    -779.080880 Ha
  Step    68400    17100.00 fs  T  462.62 K  E    -779.075216 Ha
  Step    68500    17125.00 fs  T  441.87 K  E    -779.077298 Ha
  Step    68600    17150.00 fs  T  370.00 K  E    -779.084419 Ha
  Step    68700    17175.00 fs  T  463.42 K  E    -779.075140 Ha
  Step    68800    17200.00 fs  T  445.44 K  E    -779.076929 Ha
  Step    68900    17225.00 fs  T  340.19 K  E    -779.087376 Ha
  Step    69000    17250.00 fs  T  415.79 K  E    -779.079857 Ha
  Step    69100    17275.00 fs  T  444.32 K  E    -779.077034 Ha
  Step    69200    17300.00 fs  T  424.32 K  E    -779.079032 Ha
  Step    69300    17325.00 fs  T  393.48 K  E    -779.082067 Ha
  Step    69400    17350.00 fs  T  460.51 K  E    -779.075434 Ha
  Step    69500    17375.00 fs  T  460.93 K  E    -779.075407 Ha
  Step    69600    17400.00 fs  T  392.41 K  E    -779.082178 Ha
  Step    69700    17425.00 fs  T  474.92 K  E    -779.074029 Ha
  Step    69800    17450.00 fs  T  424.37 K  E    -779.079028 Ha
  Step    69900    17475.00 fs  T  399.11 K  E    -779.081496 Ha
  Step    70000    17500.00 fs  T  421.91 K  E    -779.079283 Ha
  Step    70100    17525.00 fs  T  399.08 K  E    -779.081542 Ha
  Step    70200    17550.00 fs  T  397.16 K  E    -779.081712 Ha
  Step    70300    17575.00 fs  T  361.92 K  E    -779.085218 Ha
  Step    70400    17600.00 fs  T  451.54 K  E    -779.076331 Ha
  Step    70500    17625.00 fs  T  370.66 K  E    -779.084330 Ha
  Step    70600    17650.00 fs  T  450.46 K  E    -779.076440 Ha
  Step    70700    17675.00 fs  T  410.74 K  E    -779.080381 Ha
  Step    70800    17700.00 fs  T  379.20 K  E    -779.083484 Ha
  Step    70900    17725.00 fs  T  400.22 K  E    -779.081426 Ha
  Step    71000    17750.00 fs  T  486.05 K  E    -779.072915 Ha
  Step    71100    17775.00 fs  T  423.24 K  E    -779.079113 Ha
  Step    71200    17800.00 fs  T  430.70 K  E    -779.078407 Ha
  Step    71300    17825.00 fs  T  455.11 K  E    -779.075978 Ha
  Step    71400    17850.00 fs  T  389.96 K  E    -779.082417 Ha
  Step    71500    17875.00 fs  T  381.22 K  E    -779.083316 Ha
  Step    71600    17900.00 fs  T  336.12 K  E    -779.087779 Ha
  Step    71700    17925.00 fs  T  429.61 K  E    -779.078490 Ha
  Step    71800    17950.00 fs  T  277.57 K  E    -779.093584 Ha
  Step    71900    17975.00 fs  T  372.09 K  E    -779.084216 Ha
  Step    72000    18000.00 fs  T  367.43 K  E    -779.084654 Ha
  Step    72100    18025.00 fs  T  440.43 K  E    -779.077456 Ha
  Step    72200    18050.00 fs  T  415.35 K  E    -779.079925 Ha
  Step    72300    18075.00 fs  T  383.74 K  E    -779.083028 Ha
  Step    72400    18100.00 fs  T  446.65 K  E    -779.076831 Ha
  Step    72500    18125.00 fs  T  381.44 K  E    -779.083284 Ha
  Step    72600    18150.00 fs  T  484.22 K  E    -779.073071 Ha
  Step    72700    18175.00 fs  T  351.95 K  E    -779.086213 Ha
  Step    72800    18200.00 fs  T  395.95 K  E    -779.081838 Ha
  Step    72900    18225.00 fs  T  405.10 K  E    -779.080922 Ha
  Step    73000    18250.00 fs  T  360.77 K  E    -779.085335 Ha
  Step    73100    18275.00 fs  T  374.63 K  E    -779.083955 Ha
  Step    73200    18300.00 fs  T  440.98 K  E    -779.077376 Ha
  Step    73300    18325.00 fs  T  408.36 K  E    -779.080612 Ha
  Step    73400    18350.00 fs  T  401.41 K  E    -779.081292 Ha
  Step    73500    18375.00 fs  T  350.52 K  E    -779.086339 Ha
  Step    73600    18400.00 fs  T  508.32 K  E    -779.070720 Ha
  Step    73700    18425.00 fs  T  421.38 K  E    -779.079316 Ha
  Step    73800    18450.00 fs  T  422.69 K  E    -779.079175 Ha
  Step    73900    18475.00 fs  T  460.18 K  E    -779.075474 Ha
  Step    74000    18500.00 fs  T  341.47 K  E    -779.087239 Ha
  Step    74100    18525.00 fs  T  363.66 K  E    -779.085045 Ha
  Step    74200    18550.00 fs  T  435.26 K  E    -779.077950 Ha
  Step    74300    18575.00 fs  T  345.14 K  E    -779.086869 Ha
  Step    74400    18600.00 fs  T  486.58 K  E    -779.072863 Ha
  Step    74500    18625.00 fs  T  444.15 K  E    -779.077075 Ha
  Step    74600    18650.00 fs  T  341.87 K  E    -779.087175 Ha
  Step    74700    18675.00 fs  T  414.45 K  E    -779.079996 Ha
  Step    74800    18700.00 fs  T  512.74 K  E    -779.070282 Ha
  Step    74900    18725.00 fs  T  332.68 K  E    -779.088104 Ha
